"sim","Field Operations","Heavy Operations","Office/Admin","Technical"
6411,492564.51,606465.67,19590.41,389686
6412,473636.24,533113.82,73895.36,531439.99
6413,448573.17,463779.23,30407.01,406228.36
6414,486997.36,451444.33,47690.53,454985.18
6415,401823.12,462814.67,41528.45,315755.72
6416,401291.17,399386.7,30961.64,472648.55
6417,414114.95,416653.33,20036.02,365083.9
6418,372230.77,579412.14,44775.47,413682.48
6419,411990.86,462724.68,20960.93,511451.69
6420,353158.27,431549.86,38890.93,454008.58
6421,403750.01,479636.33,40846.17,376317.21
6422,547742.91,502840.56,54950.59,444130.08
6423,367067.68,476415.55,38484.81,412647.34
6424,375603.94,390640.13,30276.15,489011.59
6425,432476.14,392290.24,32735.98,341717.74
6426,395861,465048.51,95839.27,400187.67
6427,319867.91,485817.26,163296.72,412853.46
6428,428560.62,485926.45,44460.48,491364.12
6429,321450.03,447260.68,50030.49,557704.96
6430,394707.7,439167.29,40827.6,334106.24
6431,397968.49,402386.91,40143.17,322055.89
6432,362306.58,470976.33,22909.16,465574.21
6433,463917.88,379998.03,56830.29,404538.12
6434,469440.95,526710.5,47925.04,569543.84
6435,455494.94,396029.65,47898.24,551422.4
6436,445371.5,488870.86,14060.47,366824.47
6437,495671.12,532666.57,23994.29,386043.14
6438,508899.61,397631.99,42693.06,479931.67
6439,446993.4,387759.24,18330.34,603609.9
6440,388537,464694.07,110816.07,396004.88
6441,443018.4,450392.31,41371.71,349591.49
6442,365051.38,434976.92,48736.51,443700.23
6443,382261.58,481615.07,28163.65,331772.38
6444,477461.74,392694.17,72645.74,468765.63
6445,480994.1,420454.22,32321.16,385879.27
6446,451158.17,540692.6,24386.4,429913.88
6447,376134.61,397933.21,82723.29,379274.67
6448,412705.79,402579.08,32105.71,374776.44
6449,440970.07,450371.65,64537.25,404910.87
6450,529488.27,504816.87,37205.83,349619.84
6451,362940,419023.88,53954.89,436717.7
6452,399528.95,434682.41,75654.82,409387.54
6453,433017.39,460138.9,96810.02,650428.64
6454,438615.71,516874.53,57183.76,377540.56
6455,455583.48,446352.12,48506.27,536455.41
6456,429819.66,447906.72,22247.16,396860.59
6457,408783.13,468495.69,39648.02,485368.47
6458,417463.98,404484.8,36762.94,625477.97
6459,378425.03,474144.56,98655.04,451930.35
6460,583346.86,439497.79,58694.06,616873.52
6461,461317.23,425779.99,45562.78,323944.67
6462,460204.75,387075.94,42368.91,546104.17
6463,389423.33,561194.28,28267.39,340293.01
6464,447645.93,418787.24,48231.72,473067.44
6465,315115.43,467318.63,85124.78,432723.81
6466,503809.06,384468,68232.72,407353.03
6467,481479.59,390114.72,30800.07,537171.02
6468,436123.05,475529.43,42855.58,441855.04
6469,399989.48,422660.37,34843.35,530054.24
6470,471527.14,372676.31,38693.45,373989.55
6471,510777.31,507299.64,30190.98,483513.34
6472,384352.11,341815.55,35991.28,431082.68
6473,437236.03,419594.54,25653.85,388438.64
6474,507954.15,380985.92,38716.5,429283.2
6475,454201.68,399941.38,24097.03,512824.38
6476,417353.49,497570.61,86300.34,415317.03
6477,457369.51,373838.68,32116.16,395023.86
6478,381497.27,533373.79,26046.09,485318.33
6479,447306.32,399726.71,43745.69,364935.47
6480,384201.72,456526.96,32925.42,530561.64
6481,465730,387504.76,11071.22,347483.23
6482,521989.97,419169.33,54794.26,422212.66
6483,351318.57,437891.59,70041.18,458200.96
6484,516171,438545.64,67136.89,437646.71
6485,558506.49,476315.33,52171.49,456582.65
6486,346249.05,431370.37,18502.13,431755.43
6487,484109.03,417285.34,50324.57,379843.94
6488,430654.45,475960.34,22298.74,487899.63
6489,514391.6,510204.55,43942.23,460414.24
6490,423578.04,383541.85,43392.55,524090.45
6491,422497.66,455716.54,46747.3,415792.98
6492,360484.24,463173.65,47719.26,551992.08
6493,541807.45,607980.33,28929.77,372949.22
6494,431143.44,468642.09,71680.35,431419.46
6495,533234.61,555979.97,22869.92,483028.11
6496,560802.39,385111.89,122084.3,387917.59
6497,425391.24,464102.15,42205.96,359362.43
6498,642839.49,418273.42,13773.91,508982.2
6499,475452.28,404237.33,31814.97,414044.39
6500,404075.26,401017.96,59397.64,589186.86
6501,365336.66,419794.73,34674.31,393257.48
6502,518768.14,537287.07,35499.83,419835.91
6503,432698.08,474984.26,36812.79,592221.27
6504,322863.86,419134.8,41422.04,557572.36
6505,397542.37,608974.51,34042.42,490577.99
6506,620978.51,363314.7,53911.26,547755.02
6507,473381.49,644300.32,41863.3,413038.21
6508,579364.95,655140.66,21953.04,359543.35
6509,420916.05,402594.45,39430.21,428113.19
6510,499288.45,364259.22,23411.18,638001.8
6511,529866.7,534457.07,49801.95,406630.24
6512,387827.67,451718.75,58308.14,399064.39
6513,507699.8,432661.85,40592.46,643661.56
6514,319484.41,404012.63,28198.41,442504.35
6515,444193.71,438732.97,52364.27,431882.18
6516,460813.16,453148.86,25024.54,415822.69
6517,373012.87,353437.06,19484.63,344554.87
6518,536495.19,497842.14,43518.68,528878.95
6519,416754.29,529716.28,41603.35,449340.98
6520,444957.64,423302.44,138879.76,380684.95
6521,430183.7,467077.5,46532.9,533327.05
6522,397223.93,464092.32,83526.83,395985.92
6523,480150.5,564372.02,38777.41,415625
6524,540883.15,523549.68,31135.61,440169.5
6525,453376.79,432272,45919.79,373779.3
6526,412811.78,462004.57,50159.4,396384.82
6527,285737.02,489251.8,36928.37,334583.65
6528,459773.55,472583.41,110458.81,447054.32
6529,362434.82,548000.67,61616.11,636212.69
6530,321391.34,448050.1,50415.4,346554.48
6531,378439.63,428377.8,16424.67,383401.05
6532,453325.56,517345.63,64819.94,613936.37
6533,394464.85,384612.03,28248.06,388411.96
6534,358884.45,396839.26,19376.95,450924.54
6535,441359.88,440470.8,46393.3,464154.25
6536,382886.63,458497.38,58878.59,357527.03
6537,433646.17,372298.15,77706.53,415284.27
6538,507948.01,443770.03,32418.2,508195.33
6539,414248.97,412488.73,32312.63,395369.26
6540,458852.66,501696.75,58698.99,269867.49
6541,530857.31,382777.65,187490.05,413713.96
6542,440242.63,402792.29,65236.77,460723.85
6543,529479.05,367408.84,62235.26,421815.72
6544,391485.39,350982.87,29058.97,470573.12
6545,352130.37,462935.91,31056.47,471816.39
6546,526638.08,390596.11,33757.18,392798.74
6547,486397.66,399597.37,48946.3,345950.89
6548,401814.64,412569.01,31917.63,406226.52
6549,368556.55,474316.27,51698.48,389957.67
6550,448545.95,382492.31,32385.69,493215.04
6551,407523.96,369287.37,33917.72,396499.88
6552,355550.94,469212.25,40797.42,364406.01
6553,485991.72,509964.22,31842.43,404716.79
6554,598924.7,358796.45,21853.14,453341.05
6555,518224.49,450102.12,14086.21,489518.41
6556,428585.85,450125.16,48583.29,552352.76
6557,397852.2,459769.67,29322.31,309343.58
6558,511634.6,493265.13,118306.74,510066.37
6559,468912.08,624866.36,33985.86,441762.02
6560,428053.39,592115.21,26992.21,427305.39
6561,442889.39,513263.82,33458.97,412764.79
6562,462148.89,423579.41,77841.79,607814.88
6563,541604.46,410099.51,158718.17,417249.76
6564,481221.99,641583.19,30094.97,654589.94
6565,429006.49,472073.4,15857.94,427254.67
6566,507638.34,555029.29,33147.66,396577.47
6567,432137.04,383736.39,43308.01,308091.11
6568,435743.08,453771.11,34053.63,347436.18
6569,346871.78,558790.87,49091.16,415195.72
6570,361884.72,436917.4,27741.02,389467.47
6571,421331.51,446925.67,47643.27,585277.57
6572,452417.67,378099.15,26430.45,411112.26
6573,480147.92,541971.27,41412.84,431621.3
6574,361427.46,475559.84,31674.89,544659.88
6575,478873.29,434303.66,49222.11,403256.44
6576,461274.65,452463.4,56580.42,427920.89
6577,369313.32,419769.3,47073.76,498093.43
6578,457903.7,369107.07,45752.22,344250.17
6579,500127.16,433543.33,9622.75,371701.7
6580,460927.55,489099.14,36241.41,378734.59
6581,347756.51,407307.9,161672.89,421775.08
6582,447977.98,426578.31,52766.19,406172.06
6583,387148.61,472475.85,23589.04,575766.11
6584,452936.91,464000.91,65748.18,328204.72
6585,411259.27,346651.88,29019.99,517679.71
6586,478030.18,424357.16,26912.38,352349.59
6587,410469.85,412617.18,33373.12,439876.46
6588,487746.67,348009.07,27015.65,345321.19
6589,389131.14,606245.46,45678.28,374177.77
6590,383925.12,386504.15,47529.89,450241.52
6591,382343.76,480189.79,26578.93,435532.51
6592,369441.07,456621.79,21240.93,416173.35
6593,391643.92,458645.22,37416.7,344638.67
6594,462732.98,542293.95,25791.16,447183.15
6595,361779.52,443306.68,14551.27,631469.15
6596,569105.24,454273.86,17012.18,564534.96
6597,568795.35,506754.72,42287.45,437940.52
6598,387127.07,385824.77,47962.93,493414.13
6599,422398.42,390717.26,39805.46,413978.14
6600,527345.52,413480.11,17909.03,439005.03
6601,391055.63,454010.89,48200.22,388493.31
6602,462313.81,417172.02,48871.55,472942.73
6603,510440.2,393286.25,25785.22,562673.18
6604,488940.86,468433.29,43870.98,552174.2
6605,424696.18,482899.92,31947.38,304054.02
6606,466305.8,545414.95,62108.84,654831.82
6607,426249.43,444920.24,121038.62,482024.03
6608,529418.86,542939.59,30216.42,544043.36
6609,470390.99,408596.19,105008.44,442031.79
6610,345149.08,362329.4,52361.45,396657.73
6611,390700.96,588979.77,54620.98,369554.22
6612,403857.03,491537.94,11793.8,423283.79
6613,413966.98,617558.34,63756.65,553336.72
6614,407445.74,469759.63,45653.23,468776.33
6615,514391.4,409791.87,82962.35,382241.34
6616,388251.83,397510.96,53634.03,440989.78
6617,467447.76,475528.83,34546.41,399708.15
6618,472563.48,533779.48,65032.71,460135.25
6619,427341.98,508962.13,46852.79,558540.98
6620,548680.12,486826.07,41797.14,463689.13
6621,489246.9,381488.85,84943.19,379498.3
6622,576746.96,347395.68,25172.9,448347.61
6623,334750.33,419304.14,44033.85,425576.73
6624,461542.16,408094.82,49083.19,376764.72
6625,463827.87,396705.68,29952.63,571463.87
6626,507541.1,598728.29,19491.61,440953.15
6627,441869.42,519983.07,46571.11,435181.22
6628,401499.72,446313.36,35577.3,292562.35
6629,354037.12,477995.26,65934.97,542194.46
6630,506438.88,378098.05,68321.12,459337.19
6631,532077.36,447270.64,51795.86,349689.38
6632,388138.96,412551.56,42906.18,393165.34
6633,491375.12,472887.94,49043.52,577922.09
6634,436187.09,449328.14,33965.37,407567.65
6635,443304.31,614433.07,43401.6,557460.39
6636,555969.43,485380.23,29934.99,609252.95
6637,569163.17,413939.81,40519.86,494332.48
6638,488836.34,671799.61,16427.67,439616.33
6639,369385.01,521925.25,28683.48,663016.96
6640,374268.03,593248.45,71465.7,327994.16
6641,405851.39,393256.04,51555.65,761687.87
6642,473619.73,393143.81,105187.35,421472.4
6643,360687.67,439729.87,62968.21,476206.2
6644,448670.48,479011.58,22417.67,567986.45
6645,357016.86,500746.77,38077.4,314995.87
6646,458692.7,360380.78,47354.16,410886.32
6647,385931.25,333226.34,90802.92,482614.52
6648,479024.91,389034.98,74660.68,434545.9
6649,399430.1,435759.18,26648.13,298874.98
6650,385022.22,438265.16,62013.38,370479.92
6651,422025.52,437922.85,47437.55,546948.32
6652,468593.29,432709.04,35480.97,419171.9
6653,331899.22,366091.65,35333.76,689919.6
6654,432100.11,495442.84,46994.21,548749.49
6655,493674.34,423715.64,33124.3,334922.12
6656,394443.52,423281.94,90289.51,324791.08
6657,392370.88,442538.78,67961.87,467845.53
6658,442565.71,436822.11,79966.46,714944.59
6659,298843.74,468870.17,38913.62,596241.13
6660,611746.29,411235.32,39254.99,446784.81
6661,466787,365265.48,30249.43,376894.08
6662,394344.08,421417.26,27883.13,528808.34
6663,518290.05,467161.71,36089.95,391833
6664,432187.62,459419.44,34929.22,599692.58
6665,338896.84,466110.75,187251.05,388600.44
6666,453835.02,446008.74,55121.09,524823.89
6667,455734.69,504336.53,25565.08,421444.01
6668,404074.9,468311.94,36345.37,467242.3
6669,355173.22,393061.7,22421.95,487790.49
6670,384343.96,406518.82,57364.57,581543.11
6671,490310,407158.45,54807.69,497794.09
6672,496110.16,325677.41,44062.74,431862.15
6673,390433.82,476448.25,57618.63,335944.44
6674,358811.09,435382.86,33843.08,487594.39
6675,366601.47,474681.04,117769.83,442051.14
6676,405956.4,648719.85,37091.65,598024.83
6677,501729.78,672208.22,43334.3,491553.55
6678,337947.54,430359.04,40870.64,512159.41
6679,519714.47,427158.19,49547.05,440034.87
6680,431677.81,463206.2,53078.21,538084.82
6681,426237.29,515865.11,32675.33,344262.1
6682,432953.78,435279.27,44823,355976.1
6683,565745.76,354872.7,66685.51,464982.99
6684,363104.04,353677.36,58613.91,549650.69
6685,443721.01,277714.11,30992.63,387628.47
6686,489094.3,501404.63,32328.52,446451.88
6687,397820.27,510749.35,21722.43,447589.43
6688,375792.22,360896.19,36526.41,622156.86
6689,337449.99,526861.04,48016.38,394819.64
6690,444044.27,457501.68,55137.09,364232.18
6691,358511.37,528026.63,66068.43,402924.67
6692,486822.16,470553.44,76247.48,468618.52
6693,429631.7,373536.38,22245.1,428374.38
6694,348549.02,582496.67,20957.66,348236.32
6695,484802.3,410799.33,35744.7,464004.73
6696,391394.73,375266.28,44025.16,515624.66
6697,415770.77,452652.23,33162.1,384444.17
6698,407065.83,399077.48,48315.7,396847.77
6699,364990.23,551702.02,29867.85,419936.11
6700,419616.14,389093.68,8861.6,317627.59
6701,411772.38,606729.95,49768.77,442697.94
6702,456611.41,483551.19,25557.41,418877.92
6703,425847.67,440806.91,39071.53,431282.5
6704,426074.75,404430.8,30975.69,405122.1
6705,321742.17,438501.55,27701.07,578858.03
6706,369275.15,371418.81,47322.59,354885.57
6707,470728.92,515685.08,13581.67,544411.72
6708,349817.34,393187.49,40561.47,331635.49
6709,503438.32,532929.6,35222.63,414355.62
6710,444264.39,477480.21,42913.48,441080.52
6711,376998.69,433484.88,46008.66,548357.57
6712,356382.74,483986.14,48644.21,602427.74
6713,436547.27,468316.82,53310.7,451238.69
6714,452778.46,519297,48441.32,394677.23
6715,439309.54,407331.71,47873.71,498907.34
6716,425976.67,566415.89,29206.34,412313.29
6717,309325.01,398002.46,35634.36,379801.35
6718,488551.12,353955.28,20920.05,422605.55
6719,460319.91,365687.64,50994.2,446925.81
6720,451486.95,457182.18,30824.99,342837.71
6721,376358.15,392983.67,95045.48,485001.66
6722,349186.69,585851.51,47969.76,374951.01
6723,574272.37,391603.27,45604.42,403633.99
6724,364208.73,456281.68,186929.06,699578.45
6725,744830.4,533911.76,41852.77,487821.15
6726,368301.84,390928.63,38614.78,385413.64
6727,430884.11,503332.07,65086.37,560678.35
6728,591323.78,450121.2,41326.76,496187.7
6729,327708.44,572865.24,72749.03,442577.29
6730,442793.01,528966.03,6594.19,392698.6
6731,425778.5,393970.73,28470.64,428456.71
6732,533205.72,544917.84,45519.98,393994.42
6733,419295.12,429527.02,28475.85,420089.41
6734,508497.41,406462.53,40032.07,367642.73
6735,342837.78,473277.39,46308.4,453504.56
6736,455572.51,596208.75,29475.83,333116.7
6737,326183.1,404323.75,35922.6,503774.61
6738,357123.6,548247.76,16498.36,351358.2
6739,397495.8,534258.69,39180.75,432962.08
6740,468523.19,445968.55,80513.3,425148.89
6741,458397.34,456663.21,28938.68,464525.29
6742,458540.51,471044.23,34543.76,442761.16
6743,348267.53,445172.68,35906.14,472693.87
6744,424169.38,382103.87,60101.13,515851.16
6745,396895.68,506476.82,33184.91,419407.23
6746,472834.2,391045.2,47336.92,489249.43
6747,419661.16,398321.68,37451.72,455665.63
6748,510892.6,381315.88,57325.73,373753.12
6749,455954.98,346036.05,22804.69,399997.24
6750,469820.97,404098.96,50285.89,529894.22
6751,452856.99,541833.59,56865.63,360303.27
6752,377436.82,503138.03,84850.61,569929.92
6753,353660.92,397644.39,61323.33,465330.31
6754,518523.85,425145.56,34364.42,487267.45
6755,407010.8,550939.78,30224.37,377841.54
6756,389568.13,381733.29,30777.77,333189.4
6757,434112.54,466499.86,50084.27,403752.62
6758,403257.44,413530.22,28649.42,390142.13
6759,475745.86,526282.53,45141.86,438870.36
6760,486547.09,400712.03,57861.79,463112.55
6761,385349.46,388401.66,48168.13,445218.56
6762,337124.51,366827.53,37068.57,402872.49
6763,406915.1,594733.86,47711.21,569584.31
6764,464029.64,452185.86,35469.99,520683.01
6765,462236.42,478099.22,100216.36,538260.66
6766,492858.2,375674.73,35407.46,444170.67
6767,350369.32,390367.92,25238.11,462316.9
6768,391373.74,518575.68,62130.8,602057.39
6769,318707.71,525548.39,37318.28,432652.53
6770,404620.63,519944.6,34948.09,441602
6771,530464.4,404212.13,27264.56,417171.32
6772,369846.78,487372.58,61435.57,510416.73
6773,338060.7,435328.42,37614.91,304315.46
6774,341259.11,521598.52,43610.88,543230.74
6775,388560.26,654874.92,49164.99,327340.24
6776,436442.54,380236.93,27105.2,395537.02
6777,447951.01,477020.84,18691.94,411326.59
6778,458755.62,513155.84,18805.97,418120.92
6779,483264.86,351458.65,94671.22,402501.84
6780,369227.32,434079.9,18747.65,476518.66
6781,409314.78,374808.8,46419.15,288117.77
6782,340988.41,578426.8,31570.99,560392.04
6783,439741.41,383604.24,31751.56,574935.11
6784,466156.91,502780,20822,414061.03
6785,390425.16,389344.64,123965.93,412504.5
6786,382001.73,574255.07,38179.97,411937.39
6787,409791.56,384746.69,74515.3,653323.28
6788,302608.92,503331.21,27047.11,529490.22
6789,330215.18,440066.76,42376.87,447989.34
6790,499257.53,426453.49,35986.09,512514.36
6791,511939.04,457961.58,60821.66,423582.79
6792,387805.85,448416.11,66765.72,438084.5
6793,359335.01,447332.39,37740.22,550686.78
6794,448029.86,451573.75,104704.57,386841.61
6795,373296.73,383561.72,61172.45,470544.73
6796,442181.7,562773.79,44440.37,438570.19
6797,410654.37,444225.47,55038.83,399436.17
6798,442159.22,354317.1,25968.45,518478.13
6799,412147.84,428239.06,29784.32,457998.45
6800,609666.9,420025.27,31424.46,489218.57
6801,400649.43,417529.76,142467.67,567784.62
6802,418544.99,540081.38,36829.63,394017.23
6803,420726.16,376784.44,28094.56,368661.97
6804,443341.91,460623.74,32637.19,417776.88
6805,531375.12,549640.2,22968.3,440489.46
6806,409243.21,375789.43,58182.66,406447.61
6807,414595.98,391963.95,37969.54,599481.47
6808,426494.45,500140.17,38923.4,554379.97
6809,505450.41,512778.47,47194.88,491752.02
6810,445963.47,419770.32,36190.93,460089.76
6811,398033.64,379306.36,173435.72,431055.12
